Hora;G solar
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,025
7;6,225
8;7,756
9;8,592
10;8,998
11;9,205
12;9,263
13;9,138
14;9,089
15;8,940
16;8,633
17;8,095
18;6,986
19;5,033
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,017
7;6,192
8;7,657
9;8,443
10;8,832
11;8,956
12;8,989
13;8,940
14;8,898
15;8,766
16;8,484
17;7,946
18;6,978
19;5,157
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,017
7;6,117
8;7,590
9;8,319
10;8,691
11;8,799
12;8,865
13;8,807
14;8,733
15;8,575
16;8,294
17;7,756
18;6,812
19;5,041
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,008
7;6,009
8;7,524
9;8,327
10;8,592
11;8,807
12;8,758
13;8,749
14;8,716
15;8,600
16;8,344
17;7,814
18;6,862
19;5,049
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,008
7;0,447
8;1,457
9;8,319
10;8,741
11;8,816
12;8,865
13;8,832
14;8,824
15;8,675
16;8,385
17;7,839
18;6,887
19;5,082
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,000
7;5,960
8;7,516
9;8,327
10;8,700
11;8,865
12;8,898
13;8,873
14;8,824
15;8,691
16;2,972
17;1,275
18;0,728
19;5,074
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;0,000
7;5,803
8;1,184
9;2,136
10;2,500
11;4,097
12;4,371
13;7,276
14;7,259
15;8,658
16;8,360
17;7,822
18;6,879
19;5,033
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,902
8;7,400
9;8,269
10;8,683
11;8,782
12;8,873
13;8,807
14;8,741
15;8,625
16;8,377
17;7,946
18;6,937
19;5,058
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;6,158
8;7,690
9;8,443
10;8,873
11;9,105
12;9,080
13;9,047
14;8,989
15;8,865
16;8,575
17;8,046
18;7,061
19;5,231
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,985
8;7,524
9;8,319
10;8,733
11;8,882
12;8,931
13;8,923
14;8,832
15;8,708
16;8,484
17;7,988
18;7,052
19;5,231
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;6,018
8;7,615
9;8,418
10;8,791
11;8,981
12;9,014
13;8,981
14;8,956
15;8,873
16;8,683
17;8,178
18;7,143
19;5,264
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;6,125
8;7,773
9;8,625
10;9,047
11;9,171
12;9,031
13;9,089
14;8,965
15;8,840
16;8,559
17;8,054
18;7,168
19;5,364
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;6,001
8;7,648
9;8,551
10;8,998
11;9,122
12;9,105
13;9,047
14;8,923
15;8,857
16;8,584
17;8,095
18;7,135
19;5,273
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,894
8;7,508
9;8,435
10;8,824
11;8,973
12;8,989
13;8,898
14;8,873
15;8,733
16;8,468
17;7,913
18;6,978
19;5,173
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,794
8;7,408
9;8,228
10;8,600
11;8,758
12;8,782
13;8,816
14;8,799
15;8,700
16;8,435
17;7,897
18;6,937
19;5,149
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,703
8;7,367
9;8,195
10;8,650
11;8,807
12;8,857
13;8,791
14;8,733
15;8,650
16;8,443
17;7,938
18;6,953
19;5,099
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,678
8;7,350
9;8,244
10;8,675
11;8,832
12;8,816
13;8,807
14;8,782
15;8,650
16;8,369
17;7,847
18;6,953
19;5,124
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;0,381
8;1,374
9;8,244
10;8,617
11;8,799
12;8,807
13;8,733
14;8,650
15;8,584
16;8,418
17;7,880
18;6,978
19;5,074
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;0,273
8;0,712
9;1,093
10;3,237
11;3,882
12;5,149
13;7,052
14;7,441
15;8,799
16;8,468
17;1,987
18;1,117
19;5,107
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;0,381
8;1,043
9;1,838
10;4,486
11;6,134
12;7,193
13;8,907
14;8,898
15;8,774
16;8,501
17;7,971
18;7,003
19;5,124
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;0,306
8;0,902
9;1,498
10;2,541
11;5,049
12;8,890
13;8,981
14;8,898
15;8,774
16;8,501
17;7,971
18;7,003
19;5,115
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,604
8;7,375
9;8,277
10;8,716
11;8,923
12;8,981
13;8,931
14;8,915
15;8,832
16;8,575
17;8,079
18;7,069
19;5,115
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,745
8;7,491
9;8,418
10;8,840
11;8,998
12;9,022
13;8,989
14;8,849
15;8,791
16;8,567
17;8,054
18;7,102
19;5,182
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,546
8;7,350
9;8,236
10;8,625
11;8,807
12;8,832
13;8,774
14;8,716
15;8,667
16;8,418
17;7,897
18;6,978
19;5,115
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,422
8;7,226
9;8,129
10;8,600
11;8,724
12;8,683
13;8,691
14;8,625
15;8,559
16;8,311
17;7,797
18;6,854
19;4,975
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,422
8;7,268
9;8,211
10;8,700
11;8,832
12;8,857
13;8,724
14;8,633
15;8,575
16;8,385
17;7,897
18;6,937
19;4,966
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,480
8;7,384
9;8,352
10;8,832
11;8,956
12;8,940
13;8,882
14;8,849
15;8,791
16;8,600
17;8,145
18;7,127
19;5,099
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,554
8;7,417
9;8,451
10;8,989
11;8,989
12;9,022
13;8,956
14;8,948
15;8,791
16;8,559
17;8,062
18;7,110
19;5,173
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,579
8;7,491
9;8,277
10;8,716
11;8,890
12;8,873
13;8,816
14;8,824
15;8,724
16;8,526
17;8,037
18;7,069
19;5,149
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,413
8;7,359
9;8,269
10;8,675
11;8,849
12;8,898
13;8,824
14;8,782
15;8,667
16;8,451
17;7,963
18;7,061
19;5,074
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,480
8;7,475
9;8,426
10;8,882
11;8,940
12;8,989
13;8,915
14;8,849
15;8,782
16;8,592
17;8,129
18;7,152
19;5,140
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,430
8;7,450
9;8,385
10;8,849
11;8,956
12;8,898
13;8,849
14;8,774
15;8,658
16;8,443
17;7,980
18;7,069
19;5,107
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,397
8;7,408
9;8,327
10;8,791
11;8,940
12;8,898
13;8,840
14;8,782
15;8,741
16;8,501
17;8,062
18;7,119
19;5,058
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,430
8;7,499
9;8,476
10;8,931
11;9,039
12;9,064
13;8,956
14;8,923
15;8,791
16;8,592
17;8,112
18;7,143
19;5,058
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,455
8;7,524
9;8,426
10;8,816
11;9,031
12;8,965
13;8,907
14;8,857
15;8,782
16;8,559
17;8,112
18;7,152
19;5,066
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,306
8;7,350
9;8,286
10;8,667
11;8,816
12;8,840
13;8,824
14;8,799
15;8,708
16;8,468
17;8,029
18;7,102
19;5,000
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,264
8;7,384
9;8,311
10;8,708
11;8,824
12;8,882
13;8,774
14;8,733
15;8,675
16;8,534
17;8,054
18;7,069
19;4,925
20;-0,008
21;-0,008
22;-0,008
23;-0,008
0;-0,008
1;-0,008
2;-0,008
3;-0,008
4;-0,008
5;-0,008
6;-0,008
7;5,016
8;7,127
9;8,037
10;8,435
